
938,9,0,103,883,18.437689065933228
994,3,0,53,859,17.964954376220703
998,8,0,44,843,17.953983306884766
1020,4,0,26,924,20.06737518310547
1018,3,0,29,932,19.11986541748047
1022,3,0,25,916,19.042576551437378
1021,3,0,26,927,19.254506587982178
993,8,0,49,915,18.86155605316162
976,9,0,65,866,17.988889932632446
944,13,0,93,871,18.264657735824585
989,6,0,55,914,18.950318574905396
979,7,0,64,871,18.33695960044861
960,9,0,81,821,17.17406940460205
991,4,0,55,857,17.857242107391357
965,8,0,77,917,18.82066535949707
1021,4,0,25,990,20.380494594573975
1022,2,0,26,915,18.948322772979736
1005,3,0,42,896,18.49154567718506
1028,2,0,20,955,19.717267274856567
1000,5,0,45,941,19.40909171104431
983,10,0,57,872,18.122532606124878
981,10,0,59,887,18.42472267150879
1000,3,0,47,943,17.690665006637573
1010,5,0,35,884,16.824005842208862
1001,4,0,45,910,17.21396255493164
1017,6,0,27,911,17.243882417678833
985,7,0,58,887,16.841957330703735
1002,3,0,45,881,16.724271774291992
1015,3,0,32,933,17.52513027191162
1004,5,0,41,899,17.004522562026978
1014,5,0,31,972,18.173396587371826
1004,3,0,43,919,17.27180790901184
989,5,0,56,973,18.258169412612915
1033,2,0,15,1012,18.99918818473816
1010,5,0,35,929,17.558042526245117
986,10,0,54,842,15.949344635009766
957,15,0,78,873,16.525802850723267
1037,1,0,12,982,18.610227584838867
996,9,0,45,890,16.752197742462158
1023,2,0,25,954,17.892148733139038
980,5,0,65,902,17.043418884277344
994,7,0,49,885,16.751200199127197
984,12,0,54,896,16.929723024368286
981,5,0,64,868,16.427066564559937
971,6,0,73,872,16.491893529891968
1002,6,0,42,891,16.749204397201538
956,9,0,85,851,16.12487554550171
1012,1,0,37,911,17.14913582801819
989,7,0,54,865,16.352267026901245
1007,3,0,40,924,17.38151454925537
976,5,0,69,896,16.949669361114502
995,7,0,48,926,17.43936038017273
1018,5,0,27,891,16.774138927459717
1012,4,0,34,950,17.805381298065186
1007,7,0,36,875,16.5208158493042
1013,7,0,30,924,17.375530004501343
996,6,0,48,863,16.357254028320312
993,7,0,50,874,16.52680015563965
990,5,0,55,877,16.546746969223022
1000,6,0,44,896,17.365557193756104
982,7,0,61,872,16.438037633895874
926,17,0,107,886,16.719285249710083
986,8,0,56,889,16.749205589294434
1019,4,0,27,918,17.33962655067444
1003,5,0,42,907,17.119215726852417
1002,8,0,40,895,16.900800228118896
998,4,0,48,909,17.09727430343628
976,9,0,65,950,17.835301160812378
976,11,0,63,848,16.110912799835205
1020,5,0,25,913,17.181050777435303
1008,3,0,39,954,17.976922035217285
1017,5,0,28,1020,19.0350923538208
989,7,0,54,922,17.320676803588867
1003,5,0,42,881,16.65545630455017
865,17,0,168,830,15.754864931106567
1026,3,0,21,986,18.43469762802124
988,7,0,55,964,18.091615438461304
1011,5,0,34,883,17.6917245388031
984,6,0,60,908,18.352916717529297
1015,6,0,29,889,17.203989028930664
1006,6,0,38,916,18.457143545150757
982,7,0,61,908,18.547975301742554
1018,4,0,28,940,18.891476154327393
1037,2,0,11,988,18.974254846572876
1009,5,0,36,864,17.15566658973694
1024,2,0,24,960,18.851583003997803
1014,3,0,33,937,18.57332706451416
967,6,0,77,900,18.360939741134644
993,8,0,49,890,18.61421799659729
1022,4,0,24,1011,21.197320699691772
982,5,0,63,859,18.18878149986267
966,9,0,75,858,17.709386825561523
1000,5,0,45,898,18.629419088363647
999,5,0,46,933,19.930696964263916
978,8,0,64,923,19.628544807434082
1023,3,0,24,1030,24.124386310577393
1002,7,0,41,915,20.78495955467224
1026,1,0,23,971,20.673710107803345
989,6,0,55,880,19.485887050628662
1009,3,0,38,956,21.265802145004272
975,5,0,70,853,17.939040184020996
974,9,0,67,879,18.463620901107788
1031,2,0,17,947,20.67670226097107
1005,7,0,38,899,19.24070429801941
1003,5,0,42,933,20.760313272476196
972,6,0,72,883,18.68568468093872
955,7,0,88,891,18.398425817489624
979,8,0,63,853,22.79830026626587
1000,7,0,43,910,19.618531465530396
963,7,0,80,871,19.91773271560669
1012,3,0,35,881,22.928834199905396
1008,4,0,38,943,20.629862308502197
995,10,0,45,860,18.26518726348877
