
828,8,0,214,1112,23.845733642578125
672,20,0,358,1049,22.492844343185425
794,16,0,240,1078,23.67069411277771
832,7,0,211,1112,23.784390449523926
984,7,0,59,1220,25.45691752433777
908,10,0,132,1219,27.194270610809326
739,16,0,295,1089,23.16504693031311
949,6,0,95,1158,24.438640356063843
871,11,0,168,1209,25.39907193183899
861,8,0,181,1197,25.58458709716797
860,14,0,176,1108,23.455270290374756
844,14,0,192,1094,23.156574964523315
892,6,0,152,1174,24.993157625198364
835,15,0,200,1104,23.51211905479431
976,5,0,69,1169,24.487509727478027
887,6,0,157,1112,23.592902183532715
857,11,0,182,1064,22.619011878967285
835,15,0,200,1121,23.797355890274048
893,7,0,150,1192,25.073941946029663
774,22,0,254,1039,22.118844985961914
886,10,0,154,1075,23.08426260948181
906,6,0,138,1177,26.50664520263672
969,5,0,76,1210,23.686651468276978
983,5,0,62,1235,24.221221685409546
983,7,0,60,1239,23.712582111358643
752,15,0,283,1046,20.302701711654663
792,7,0,251,1067,20.636808156967163
888,12,0,150,1135,21.972236394882202
921,6,0,123,1129,23.577941179275513
859,11,0,180,1093,21.098573446273804
810,12,0,228,1136,21.86851406097412
831,14,0,205,1109,21.382813215255737
790,14,0,246,1107,21.329953908920288
851,13,0,186,1079,20.845250606536865
918,6,0,126,1166,22.40308451652527
634,31,0,385,1043,20.228899240493774
790,23,0,237,1104,21.28008794784546
843,11,0,196,1112,21.5922532081604
780,15,0,255,1072,20.78042435646057
777,16,0,257,1065,20.64079761505127
975,5,0,70,1143,21.985202074050903
690,20,0,340,1050,20.338605880737305
771,19,0,260,1094,21.099570512771606
794,14,0,242,1094,21.164397954940796
661,30,0,359,1068,20.649773597717285
946,4,0,100,1150,22.079948663711548
830,5,0,215,1121,21.56333041191101
738,22,0,290,1030,19.94465923309326
790,15,0,245,1057,20.48521399497986
902,11,0,137,1095,21.13048791885376
807,16,0,227,1074,20.782418489456177
780,15,0,255,1058,20.45629119873047
867,7,0,176,1170,22.4449725151062
911,9,0,130,1135,21.809671878814697
857,12,0,181,1147,21.967250108718872
785,11,0,254,1043,20.218925952911377
873,12,0,165,1081,20.88913321495056
890,5,0,155,1138,21.93633270263672
847,11,0,192,1110,21.403757572174072
873,12,0,165,1143,22.63446593284607
896,4,0,150,1104,21.380818128585815
844,9,0,197,1116,21.465592622756958
768,18,0,264,1078,20.82530426979065
865,11,0,174,1096,21.201298713684082
710,36,0,304,1072,20.678696393966675
718,23,0,309,1052,20.396450996398926
842,10,0,198,1081,20.909080028533936
927,10,0,113,1147,21.944311141967773
907,10,0,133,1153,22.18566608428955
889,8,0,153,1169,22.36817741394043
819,13,0,218,1144,21.980215549468994
837,10,0,203,1141,21.95428490638733
657,23,0,370,1127,21.641122579574585
763,17,0,270,1068,20.642791986465454
955,5,0,90,1157,22.239521741867065
975,3,0,72,1178,22.55268430709839
777,16,0,257,1040,20.138141870498657
820,15,0,215,1108,21.474567413330078
917,6,0,127,1213,24.943816900253296
819,15,0,216,1074,21.321975469589233
731,20,0,299,1098,22.92375135421753
910,5,0,135,1166,23.675691843032837
669,13,0,368,1002,20.788403034210205
969,7,0,74,1155,23.364062786102295
829,12,0,209,1073,22.769105672836304
793,24,0,233,1068,21.660072326660156
837,13,0,200,1073,21.968302726745605
754,23,0,273,1058,22.021106004714966
746,13,0,291,1064,22.982586145401
789,23,0,238,1114,23.87119436264038
928,7,0,115,1186,25.157728672027588
794,11,0,245,1059,24.461383819580078
793,10,0,247,1168,25.00807523727417
901,7,0,142,1099,23.96384358406067
964,6,0,80,1157,24.92633628845215
912,6,0,132,1159,25.37014937400818
721,20,0,309,1064,22.9057400226593
774,15,0,261,1055,24.013776779174805
836,13,0,201,1080,25.095431804656982
816,15,0,219,1070,24.514984130859375
940,7,0,103,1179,27.4205219745636
919,11,0,120,1140,26.519986391067505
939,10,0,101,1132,25.839569807052612
894,8,0,148,1116,26.023911476135254
744,21,0,285,1059,24.49300479888916
887,11,0,152,1122,24.61367964744568
972,4,0,74,1198,24.84056568145752
977,3,0,70,1198,24.986773252487183
913,9,0,128,1117,24.091797351837158
831,11,0,208,1155,27.09505820274353
833,17,0,200,1107,25.039034843444824
795,13,0,242,1118,25.911701440811157
810,7,0,233,1088,27.330090761184692
823,11,0,216,1083,27.21980333328247
