,Susceptible,Infected,Recovered,Exposed
0,1049,1,0,0
1,1049,1,0,0
2,1049,1,0,0
3,1049,1,0,0
4,1049,1,0,0
5,1049,1,0,0
6,1049,1,0,0
7,1049,1,0,0
8,1049,1,0,0
9,1049,1,0,0
10,1049,1,0,0
11,1049,1,0,0
12,1049,1,0,0
13,1049,1,0,0
14,1048,1,0,1
15,1048,1,0,1
16,1048,1,0,1
17,1048,1,0,1
18,1048,1,0,1
19,1048,1,0,1
20,1048,1,0,1
21,1048,1,0,1
22,1048,1,0,1
23,1048,1,0,1
24,1048,1,0,1
25,1048,1,0,1
26,1048,1,0,1
27,1048,1,0,1
28,1048,1,0,1
29,1047,1,0,2
30,1047,1,0,2
31,1047,1,0,2
32,1047,1,0,2
33,1047,1,0,2
34,1047,1,0,2
35,1046,1,0,3
36,1046,1,0,3
37,1045,1,0,4
38,1044,1,0,5
39,1043,1,0,6
40,1043,1,0,6
41,1043,1,0,6
42,1043,1,0,6
43,1043,1,0,6
44,1043,1,0,6
45,1043,1,0,6
46,1042,1,0,7
47,1042,1,0,7
48,1042,1,0,7
49,1042,1,0,7
50,1042,1,0,7
51,1042,1,0,7
52,1042,1,0,7
53,1042,1,0,7
54,1042,1,0,7
55,1042,1,0,7
56,1042,1,0,7
57,1042,1,0,7
58,1042,1,0,7
59,1042,1,0,7
60,1042,1,0,7
61,1042,1,0,7
62,1040,1,0,9
63,1039,1,0,10
64,1039,1,0,10
65,1039,1,0,10
66,1038,1,0,11
67,1038,1,0,11
68,1038,1,0,11
69,1038,1,0,11
70,1037,1,0,12
71,1037,1,0,12
72,1036,1,0,13
73,1036,1,0,13
74,1035,1,0,14
75,1035,1,0,14
76,1035,1,0,14
77,1034,1,0,15
78,1033,1,0,16
79,1032,1,0,17
80,1032,1,0,17
81,1032,1,0,17
82,1032,1,0,17
83,1032,1,0,17
84,1032,1,0,17
85,1032,1,0,17
86,1031,1,0,18
87,1031,1,0,18
88,1031,1,0,18
89,1030,1,0,19
90,1028,1,0,21
91,1028,1,0,21
92,1028,1,0,21
93,1028,1,0,21
94,1028,1,0,21
95,1028,1,0,21
96,1028,1,0,21
97,1026,1,0,23
98,1025,1,0,24
99,1025,1,0,24
100,1023,1,0,26
101,1023,1,0,26
102,1023,1,0,26
103,1021,1,0,28
104,1021,1,0,28
105,1021,1,0,28
106,1021,1,0,28
107,1021,1,0,28
108,1021,1,0,28
109,1021,1,0,28
110,1021,1,0,28
111,1021,1,0,28
112,1021,1,0,28
113,1020,1,0,29
114,1019,1,0,30
115,1018,1,0,31
116,1017,1,0,32
117,1016,1,0,33
118,1015,1,0,34
119,1015,1,0,34
120,1015,1,0,34
121,1015,1,0,34
122,1015,1,0,34
123,1015,1,0,34
124,1015,1,0,34
125,1014,1,0,35
126,1014,1,0,35
127,1014,1,0,35
128,1014,1,0,35
129,1014,1,0,35
130,1014,1,0,35
131,1014,1,0,35
132,1014,1,0,35
133,1014,1,0,35
134,1012,1,0,37
135,1012,1,0,37
136,1010,1,0,39
137,1009,1,0,40
138,1008,1,0,41
139,1007,2,0,41
140,1005,2,0,43
141,1005,2,0,43
142,1004,2,0,44
143,1004,2,0,44
144,1004,2,0,44
145,1003,2,0,45
146,1003,2,0,45
147,1003,2,0,45
